Start Time,Duration,Run ID,Name,cos_lr,epochs,label_smoothing,lr0,optimizer,warmup_momentum,metrics/mAP50-95B,metrics/mAP50B,metrics/precisionB,metrics/recallB,val/box_loss,val/cls_loss,val/dfl_loss
5260772,1.3h,3204a397adf8409c8f7c026510c02171,train83,True,9,0.3118370000000000,0.009272000000000001,SGD,0.8783650000000000,0.23125200000000001,0.33040799999999998,0.6456310000000000,0.3125180000000000,1.16832,1.22249,0.88886
5260772,1.5h,2646e2fc489742548ad916852b21e146,train82,True,10,0.22706899999999999,0.00854400000000000,SGD,0.8607170000000000,0.2281160000000000,0.32395299999999999,0.6290380000000000,0.3198660000000000,1.16456,1.2185,0.88171
5260772,1.4h,9b1e39ef321b494d81cf92b9a9ac1709,train81,True,9,0.2801780000000000,0.009152000000000000,SGD,0.8155640000000000,0.23330200000000001,0.33359400000000000,0.6058820000000000,0.33353200000000000,1.16143,1.24093,0.88387
5260772,1.4h,e6fe3f3d816d41b4aa02a0464103071a,train80,True,9,0.31161800000000001,0.00925500000000000,SGD,0.8722980000000000,0.22722000000000001,0.32225700000000002,0.6217140000000000,0.3344560000000000,1.15931,1.23,0.88308
5260772,1.5h,334461ff21014de4a0e6d6cbe58cb99c,train79,False,10,0.2713440000000000,0.009701000000000000,SGD,0.9274150000000000,0.22300200000000001,0.3199720000000000,0.5455400000000000,0.32445499999999999,1.18489,1.19718,0.89582
5260772,1.1h,c84dedd3055a4131a5ce4650afe460ea,train78,True,7,0.3344170000000000,0.008855999999999999,auto,0.7487670000000000,0.1219350000000000,0.17713899999999999,0.49600400000000000,0.19277700000000000,1.23173,1.72721,0.87337
5260772,1.4h,a96e41f985454c93b95f958c8e0b2c67,train77,True,9,0.30495899999999998,0.00813300000000000,RMSProp,0.9738310000000000,0.0007110000000000000,0.00241700000000000,0.0028820000000000000,0.009117999999999999,4.18851,4.1207,2.83682
5260772,1.2h,adea2d4d82074d91b06f022f2661bfa3,train76,False,8,0.24205299999999999,0.008489000000000000,SGD,0.9043860000000000,0.21968900000000000,0.31711400000000001,0.6314720000000000,0.315991000000000,1.16907,1.30156,0.88771
5260772,1.5h,a12358b22230436691ac6e6232273449,train75,True,10,0.3593580000000000,0.00984800000000000,AdamW,0.8639360000000000,0.22469900000000001,0.32030999999999998,0.654742000000000,0.27485399999999999,1.20002,1.01108,0.94065
5260772,1.5h,94ad6d9e10c941de88ecc7a357dab6d9,train74,True,10,0.2928590000000000,0.009124000000000000,SGD,0.8082190000000000,0.2197030000000000,0.3148890000000000,0.5341800000000000,0.3012020000000000,1.1722,1.22363,0.88687
5260772,1.5h,9fb11902836d400baf2b0168afc1e067,train73,True,10,0.259109000000000,0.00890700000000000,SGD,0.9006910000000000,0.22554600000000000,0.3198820000000000,0.6644220000000000,0.30864300000000000,1.16192,1.19409,0.88786
5250772,1.5h,5474ad8c6dd34758b2322a005706a862,train72,True,10,0.3040950000000000,0.009070000000000000,SGD,0.8969070000000000,0.22377000000000000,0.3192640000000000,0.5136070000000000,0.3335210000000000,1.16677,1.19238,0.88761
5250772,1.3h,4de0d7cb5bff4f1cbcce0248f5677fa1,train71,True,9,0.2707730000000000,0.00938400000000000,SGD,0.9406380000000000,0.23039100000000001,0.33171400000000001,0.646232000000000,0.30738799999999999,1.16738,1.19321,0.88432
5250772,1.3h,997c4e24bf9941c3b52aa47e71323ec7,train70,True,9,0.31597399999999998,0.009591000000000001,SGD,0.9711970000000000,0.22297300000000000,0.3180400000000000,0.6335440000000000,0.3019580000000000,1.1623,1.18738,0.88496
5250772,1.2h,e6519850e3104c419a4a46f8b78bc32e,train69,True,8,0.23816899999999999,0.00725800000000000,Adam,0.7622220000000000,0.24037900000000001,0.342803000000000,0.6541010000000000,0.3108520000000000,1.18949,1.02814,0.93179
5250772,1.3h,225ab1871f294d2190b383b47fd88673,train68,False,9,0.34384799999999999,0.008151000000000000,AdamW,0.8400290000000000,0.23269899999999999,0.3445040000000000,0.625033000000000,0.3202310000000000,1.25688,1.05341,0.96694
5250772,1.5h,219e58f28b0b4167bd78e95cac0f0a2a,train67,True,10,0.388786000000000,0.00868100000000000,SGD,0.783954000000000,0.21611700000000000,0.3087640000000000,0.6119970000000000,0.31240600000000002,1.1643,1.25171,0.87988
5250772,1.2h,18d0745cbf814ed4907017ef7baee0ed,train66,True,8,0.2890010000000000,0.00914400000000000,AdamW,0.8870620000000000,0.2333790000000000,0.3345120000000000,0.601793000000000,0.31259100000000001,1.20443,1.05812,0.93802
5250772,1.3h,a3e27176bc184050b463b4904b02c602,train65,False,9,0.3692010000000000,0.007974999999999999,SGD,0.999616000000000,0.17149800000000001,0.24674399999999999,0.6187920000000000,0.2540420000000000,1.21162,1.30332,0.90337
5250772,1.5h,f567fe63d90645fba8a95b692edddd21,train64,True,10,0.2560740000000000,0.008319999999999999,Adam,0.9167050000000000,0.22319700000000001,0.32164300000000001,0.5896260000000000,0.3185280000000000,1.19655,1.01496,0.93536
5250772,1.2h,6e09450c7ebb49e79411490a3fbb4cf6,train63,True,8,0.27818799999999999,0.008803999999999999,SGD,0.8646350000000000,0.21823699999999999,0.31389000000000000,0.5851769999999999,0.32230900000000001,1.16854,1.28408,0.88594
5250772,1.3h,06781044693f460986495c083003310a,train62,True,9,0.2862940000000000,0.009169000000000000,SGD,0.9164690000000000,0.23997199999999999,0.3401920000000000,0.6096080000000000,0.338984000000000,1.15536,1.21349,0.88667
5250772,1.4h,28dc78bd146c431d90b40e5395d1b787,train61,True,10,0.3052660000000000,0.009993999999999999,SGD,0.9549950000000000,0.21928000000000000,0.31162099999999998,0.5787160000000000,0.31703599999999998,1.16712,1.1441,0.88818
5250772,1.3h,457b560aa0984a8685e8cf5ba69705e2,train60,True,9,0.320733000000000,0.009495999999999999,SGD,0.9604980000000000,0.22794100000000000,0.32787200000000000,0.6694329999999999,0.31073299999999998,1.15788,1.17806,0.8864
5250772,55.0min,e391648f9c5144d999df06b48de25298,train59,True,6,0.22948900000000000,0.007607000000000000,auto,0.9092230000000000,0.10078900000000000,0.14776800000000001,0.48951600000000001,0.16967099999999999,1.26181,1.88774,0.87908
5250772,9.7min,5b6d51b3e79c4b43b93d4f406aa44bd3,train58,False,1,0.338357000000000,0.009634999999999999,AdamW,0.8353180000000000,0.042514999999999997,0.07325800000000000,0.24776200000000001,0.11150200000000000,1.67873,4.6568,1.17318
5250772,1h,8178d9d1993940b784ea91c811013fdf,train57,True,7,0.16501299999999999,0.004954000000000000,SGD,0.7987200000000000,0.16807000000000000,0.24064700000000000,0.5929110000000000,0.26469700000000002,1.19031,1.51163,0.88099
5250772,1.2h,7d356f810e0e4246b046cc1db93fcf4b,train56,True,8,0.27116299999999999,0.006588000000000000,AdamW,0.7266370000000000,0.24078200000000000,0.34319200000000000,0.6380760000000000,0.31960499999999997,1.1753,1.02789,0.92267
5250772,1.5h,927764e33381454b9e4d3c9ff22b0cdc,train55,True,10,0.20493400000000001,0.008869999999999999,RMSProp,0.8641790000000000,0.030144000000000001,0.05718800000000000,0.5021650000000000,0.08049900000000000,1.89053,2.318,1.17697
5250772,28.0min,a7eef682962e4fc8885f25b0076ca026,train54,True,3,0.29992900000000000,0.009441000000000000,SGD,0.9975190000000000,0.06904600000000000,0.10824100000000000,0.5661540000000000,0.10726900000000000,1.37273,1.9972,0.9307
5240772,1.3h,f3a92b89e91349f3851b87bd9c0296de,train53,True,9,0.34658400000000000,0.007979999999999999,auto,0.9562000000000000,0.14795800000000001,0.21091399999999999,0.5346480000000000,0.22028600000000001,1.2092,1.57868,0.87123
5240772,1.5h,f3b2f70da0a34432a40bb483ebf18bc7,train52,True,10,0.24997500000000000,0.008541999999999999,SGD,0.8726660000000001,0.21491900000000000,0.3071680000000000,0.5999330000000000,0.30020500000000000,1.16352,1.20307,0.88599
5240772,1.4h,e2c35362dc1f4b4b844239ce4a38d7da,train51,True,9,0.3207160000000000,0.009428000000000001,SGD,0.9499480000000000,0.23099300000000000,0.3275120000000000,0.601785000000000,0.31605499999999997,1.15507,1.17949,0.88455
5240772,1.5h,54347017d1694dc2a6dd9dc3e37bd1ce,train50,True,10,0.2765850000000000,0.008436000000000001,SGD,0.9419230000000000,0.22821200000000000,0.3262300000000000,0.5788120000000000,0.33737699999999998,1.16502,1.19054,0.88446
5240772,36.1min,b0196179c39e4490b59a4f212639db3b,train49,False,4,0.28748299999999999,0.0076319999999999999,AdamW,0.4014830000000000,0.1797880000000000,0.2658640000000000,0.6114309999999999,0.23640100000000000,1.29819,1.31358,0.96037
5240772,1.5h,9569eef5b17a430383dad084a5aee369,train48,True,10,0.22207600000000000,0.007164000000000000,SGD,0.7765990000000000,0.2104270000000000,0.2992680000000000,0.6309590000000000,0.27913600000000000,1.16473,1.29115,0.88122
5240772,1.4h,7bf391997875462f85ea3cd0c2039b03,train47,True,9,0.5061940000000000,0.008666000000000000,RMSProp,0.9390050000000000,0.0005730000000000001,0.0026040000000000000,0.7737410000000000,0.002741000000000000,3.11452,3.64622,1.65127
5240772,53.5min,49e7727b715545149dca191dfc0e5ce6,train46,True,6,0.3798380000000000,0.009388000000000001,AdamW,0.8401040000000000,0.19565399999999999,0.2933340000000000,0.40681600000000001,0.32623999999999997,1.27378,1.18463,0.95641
5240772,1.2h,ced62b52f5584e7dbc11d7840f6b4eaf,train45,False,8,0.4171050000000000,0.008378999999999999,SGD,0.8024470000000000,0.21271699999999999,0.30738799999999999,0.553571000000000,0.32533400000000001,1.18407,1.34955,0.89235
5240772,1.1h,10f76fec3694460086e4bb10e41dfc7c,train44,True,7,0.43516100000000002,0.009176999999999999,RMSProp,0.9289630000000000,0.009582000000000000,0.0219620000000000,0.3892660000000000,0.03516000000000000,2.43433,7.18893,1.41423
5240772,1.3h,0c9a9aa2dd384f10bcec10620b3312f7,train43,True,9,0.32151999999999997,0.007406000000000000,SGD,0.723480000000000,0.212648000000000,0.30329899999999999,0.638411000000000,0.3049930000000000,1.15662,1.30244,0.87959
5240772,1.5h,7d80a02a8d1b41daac7428bb7ff56b56,train42,True,10,0.36876199999999998,0.007753000000000000,SGD,0.8326460000000000,0.21098500000000001,0.3017820000000000,0.6075240000000000,0.30413200000000001,1.17009,1.24894,0.88481
5240772,1.5h,30fe2f271eb8489498472c1ae4734ce4,train41,True,10,0.263163000000000,0.008407000000000000,SGD,0.9293060000000000,0.21628200000000000,0.30955300000000002,0.5418830000000000,0.3294630000000000,1.15933,1.18065,0.88348
5240772,1.5h,23c7435349f84b64ab209d88193c3ac7,train40,True,10,0.2977480000000000,0.009037999999999999,SGD,0.9073860000000000,0.22820699999999999,0.3248610000000000,0.5600510000000000,0.3175010000000000,1.17075,1.1821,0.88675
5240772,1.4h,d76e00c0c6af470383038b1a562b6860,train39,True,9,0.4095160000000000,0.009985000000000001,AdamW,0.6417040000000001,0.22813400000000000,0.3319350000000000,0.6086870000000000,0.32284900000000000,1.22777,1.0187,0.94222
5240772,1.3h,cace133a60174d13870854b4d0068a67,train38,True,9,0.19380700000000001,0.009124000000000000,SGD,0.8234560000000000,0.2261200000000000,0.32412400000000002,0.7143240000000000,0.2953930000000000,1.16513,1.25135,0.8859
5240772,1h,18face39ef3e4d04aa6eb97cc5d72880,train37,False,7,0.24616800000000000,0.009819000000000000,auto,0.706767000000000,0.12060700000000001,0.17514900000000000,0.4388170000000000,0.19128999999999999,1.24071,1.74546,0.87377
5240772,1.5h,fad882020cbb43c380af72720b79d728,train36,True,10,0.25017200000000001,0.009835000000000000,SGD,0.845587000000000,0.22878000000000001,0.32540100000000000,0.5773310000000000,0.33676699999999998,1.16241,1.19887,0.88302
5240772,1.3h,231deb33ece0419697e427d4c3628a6c,train35,False,9,0.1694720000000000,0.008295000000000000,SGD,0.7662220000000000,0.21639700000000001,0.3100750000000000,0.6392040000000000,0.30153400000000002,1.182,1.32635,0.88654
5230772,1.4h,1123224b0aa443f7a1ef1ee1a20d59b4,train34,True,10,0.34682200000000002,0.009024000000000001,SGD,0.8937600000000000,0.22062000000000001,0.3127110000000000,0.5401990000000000,0.32683099999999998,1.16279,1.19742,0.88292
5230772,1.4h,988673d8cabd468a8e3bd2ca486df93f,train33,True,10,0.30058800000000002,0.008884000000000000,SGD,0.9262570000000000,0.22585700000000000,0.32044600000000001,0.5288300000000000,0.33382699999999998,1.16179,1.17986,0.88787
5230772,1.2h,c82de6e8e3b3499395f2a302b15301b3,train32,False,8,0.23049100000000000,0.007863000000000000,AdamW,0.8055000000000000,0.22334899999999999,0.326539000000000,0.5789910000000000,0.31764799999999999,1.22448,1.09348,0.93698
5230772,1.3h,907ce32730fa451f827be4b3e2396a65,train31,False,9,0.3152340000000000,0.007049000000000000,Adam,0.8795820000000000,0.2602280000000000,0.3713020000000000,0.6987840000000000,0.33091999999999999,1.22885,1.03034,0.95391
5230772,1.2h,c60963d888c54402916ce3863518d5f8,train30,False,8,0.2744230000000000,0.008647999999999999,AdamW,0.8982350000000000,0.23757800000000001,0.34409400000000001,0.5616280000000000,0.31483499999999998,1.23231,1.07213,0.94123
5230772,53.1min,54faf2bf8590423580ca6fa38ff07e51,train29,False,6,0.39761200000000002,0.009939000000000000,AdamW,0.7489780000000000,0.19117799999999999,0.2846870000000000,0.5515960000000000,0.28786899999999999,1.29547,1.25238,0.96171
5230772,35.5min,1f400b4f46644fc39a65583fa853ce12,train28,False,4,0.5443420000000000,0.008793000000000000,AdamW,0.5480490000000000,0.16607700000000000,0.24747600000000000,0.678999000000000,0.23813899999999999,1.30601,1.33747,0.96193
5230772,1.2h,1940126baae84fe5be88c628930070d2,train27,False,8,0.27477900000000000,0.00896000000000000,AdamW,0.8663360000000000,0.23701800000000001,0.3519740000000000,0.598357000000000,0.3338280000000000,1.23484,1.08065,0.9441
5230772,1h,618d894658b04e6398ea5904b08629ec,train26,True,7,0.3804830000000000,0.006652000000000000,Adam,0.9979280000000000,0.2253170000000000,0.33067999999999997,0.645618000000000,0.3108410000000000,1.24776,1.1233,0.93162
5230772,44.0min,574a964db3064a2c9d13ec06b94504a6,train25,True,5,0.28335700000000003,0.008168999999999999,AdamW,0.6904460000000000,0.17891599999999999,0.2717870000000000,0.6732220000000000,0.2566450000000000,1.32057,1.3398,0.95725
5230772,1.2h,eddf184ecd5f43008c85e4f418910d1c,train24,True,8,0.35858499999999999,0.005638000000000000,auto,0.8658940000000001,0.13573199999999999,0.19596100000000000,0.4876100000000000,0.21263199999999999,1.2202,1.63811,0.87227
5230772,1.4h,9a97ff8c004b4b72b94d4c1cb1c38c04,train23,True,10,0.020230000000000001,0.008037000000000001,SGD,0.768854000000000,0.21485499999999999,0.30414099999999999,0.5377980000000000,0.30834099999999998,1.17935,1.27283,0.88532
5230772,44.4min,effe6e10f98f4f50964f983614983160,train22,True,5,0.25221800000000000,0.006069000000000000,Adam,0.9744900000000000,0.1804570000000000,0.2678220000000000,0.5320960000000000,0.2807370000000000,1.29046,1.28298,0.95604
5230772,1.2h,b522102cb676443da76751ce0d0a5b32,train21,True,8,0.3227780000000000,0.009611000000000000,AdamW,0.8445600000000000,0.23244000000000001,0.33894299999999999,0.5371850000000000,0.3158700000000000,1.19036,1.04413,0.93879
5230772,1h,befe3ba35a2d4e689aa0bdc3a036b8d2,train20,True,7,0.33942099999999997,0.006597000000000000,Adam,0.9928720000000000,0.21940799999999999,0.32464799999999999,0.6368730000000000,0.2879000000000000,1.22892,1.09564,0.93788
5230772,1.4h,1ae79846b6b94d27856ab3f2b57a118a,train19,False,10,0.5982340000000000,0.009426000000000000,AdamW,0.6240030000000000,0.22045999999999999,0.31555899999999998,0.5878200000000000,0.2996040000000000,1.2185,1.05702,0.93998
5230772,1.2h,d79cfc8636004007bdd050b39baa1aba,train18,True,8,0.4275590000000000,0.006689000000000000,AdamW,0.8153990000000000,0.2463980000000000,0.3558540000000000,0.6170980000000000,0.3410010000000000,1.19265,1.02501,0.9279
5230772,9.3min,51e4e4ff200341a391d18d1f583e8e5d,train17,False,1,0.11773100000000000,0.0008950000000000000,auto,0.19339799999999999,0.011341000000000000,0.018225999999999999,0.4178970000000000,0.04082900000000000,1.51776,3.77079,0.90264
5230772,52.8min,5d0ccacdecdf4c2f8c7c683a15769653,train16,True,6,0.44826700000000003,0.007523000000000000,AdamW,0.6690750000000000,0.19391800000000001,0.28803899999999999,0.5685760000000000,0.27608400000000000,1.24676,1.19678,0.93977
5230772,36.2min,989bc95690a94680842fe3bb7ebb3267,train15,True,4,0.4705120000000000,0.004276000000000000,RMSProp,0.060944999999999999,0.10086100000000001,0.16256899999999999,0.4194290000000000,0.19242400000000001,1.60783,3.24723,1.08421
5230772,1.2h,503622c00ea145c5884554a972d322b5,train14,True,8,0.29402200000000001,0.0069579999999999998,Adam,0.9770030000000000,0.23739299999999999,0.3408260000000000,0.5480460000000000,0.32962100000000000,1.18597,1.04316,0.9269
5230772,1.3h,118eff59dbb541e4b9ad9a1414989559,train13,True,9,0.19884800000000000,0.004017000000000000,RMSProp,0.798295000000,0.12807399999999999,0.20091300000000001,0.6432320000000000,0.2029150000000000,1.45795,2.03763,1.04635
5230772,17.8min,45097c4a3f4d4721816819dc0ed3a200,train12,False,2,0.45764400000000000,0.0005670000000000000,SGD,0.3055170000000000,0.0030899999999999999,0.004917000000000000,0.00736500000000000,0.011415000000000000,1.40782,5.21686,0.90774
5220772,1.1h,b8cead726a214f88a5f1aafe34a27632,train11,True,7,0.48000999999999999,0.005291000000000000,RMSProp,0.49063099999999998,0.14239199999999999,0.22152700000000000,0.7475889999999999,0.20925800000000000,1.41497,1.41537,1.01528
5220772,18.1min,b42b58eb75de4c0390e5e3b634e87f67,train10,False,2,0.40711700000000001,0.007379000000000000,Adam,0.9288610000000000,0.12024200000000000,0.18503800000000001,0.5170720000000000,0.17508599999999999,1.48389,1.78385,1.02739
5220772,1.3h,1141c5ad94ea48519e988bce4e31882b,train9,True,9,0.20858800000000000,0.0033189999999999999,RMSProp,0.16793100000000000,0.19952400000000001,0.2984160000000000,0.6015190000000000,0.2797470000000000,1.34273,1.12577,0.99284
5220772,29.6min,648cb4d8b8ca4920bc3a978a0a626d65,train6,True,6,0.42819499999999999,0.0037759999999999998,SGD,0.4283650000000000,0.03398,0.05509,0.49693,0.06779,1.43366,2.64682,0.92628
,,,,,,,,,,,,,,,,

